airport,runway,row_index,along_track_m,height_m,he_gt_deg,lat_gt_m,delta_he_deg,delta_lat_m,he_prior_deg,lat_prior_m,he_inj_deg,lat_inj_m,he_meas_deg,lat_meas_m,he_corr_deg,lat_corr_m,he_zero_deg,lat_zero_m,he_meas_minus_zero_deg,lat_meas_minus_zero_m
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,0.0,-20.0,4.565237558444466,-118.92486854217277,0.0,-20.0,-2.2220783080229012e-07,-19.99967049592999,-2.2220783080229012e-07,-19.999648165497877,-4.5653088389630625,-359.6654731506624,4.565308616755232,339.66580265473243
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,0.0,-10.0,4.565237558444466,-108.92486854217277,0.0,-10.0,8.781523490597465e-07,-9.999848770349342,8.781523490597465e-07,-9.999937018910808,-4.5653088389630625,-359.6654731506624,4.565309717115412,349.6656243803131
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,0.0,0.0,4.565237558444466,-98.92486854217277,0.0,0.0,1.1054800381771202e-06,7.059006366105791e-06,1.1054800381771202e-06,-0.0001040344994510317,-4.5653088389630625,-359.6654731506624,4.565309944443101,359.6654802096688
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,0.0,10.0,4.565237558444466,-88.92486854217277,0.0,10.0,-3.518081257425365e-06,10.000114633198146,-3.518081257425365e-06,10.000468177330234,-4.5653088389630625,-359.6654731506624,4.565305320881805,369.6655877838606
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,0.0,20.0,4.565237558444466,-78.92486854217277,0.0,20.0,-2.2064918425712676e-07,19.999777567489765,-2.2064918425712676e-07,19.999799741288104,-4.5653088389630625,-359.6654731506624,4.565308618313878,379.6652507181522
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,1.0,-20.0,5.565237558444506,-118.92486854217277,1.00000000000004,-20.0,1.0000060060003761,80.47110100680679,1.0000060060003761,-20.033160603335872,-4.5653088389630625,-359.6654731506624,5.565314844963439,440.1365741574692
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,1.0,-10.0,5.565237558444506,-108.92486854217277,1.00000000000004,-10.0,1.000005756120089,90.47171563954667,1.000005756120089,-10.032520851612233,-4.5653088389630625,-359.6654731506624,5.5653145950831515,450.1371887902091
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,1.0,0.0,5.565237558444506,-98.92486854217277,1.00000000000004,0.0,1.0000158083363715,100.47162730616432,1.0000158083363715,-0.033619674703246005,-4.5653088389630625,-359.6654731506624,5.565324647299434,460.1371004568267
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,1.0,10.0,5.565237558444506,-88.92486854217277,1.00000000000004,10.0,0.9999892187456112,110.47119991635307,0.9999892187456112,9.96862582939572,-4.5653088389630625,-359.6654731506624,5.565298057708674,470.1366730670155
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,1.0,20.0,5.565237558444506,-78.92486854217277,1.00000000000004,20.0,0.9999927063525718,120.47070497299322,0.9999927063525718,19.96778029758849,-4.5653088389630625,-359.6654731506624,5.565301545315634,480.13617812365567
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,2.0,-20.0,6.565237558444495,-118.92486854217277,2.0000000000000284,-20.0,1.999939364863394,180.87904384575018,1.999939364863394,-20.18343244627772,-4.5653088389630625,-359.6654731506624,6.565248203826457,540.5445169964125
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,2.0,-10.0,6.565237558444495,-108.92486854217277,2.0000000000000284,-10.0,1.9999170240438104,190.87758249558715,1.9999170240438104,-10.182645952726205,-4.5653088389630625,-359.6654731506624,6.565225863006873,550.5430556462495
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,2.0,0.0,6.565237558444495,-98.92486854217277,2.0000000000000284,0.0,1.999992906943561,200.8783496485303,1.999992906943561,-0.18951383323258142,-4.5653088389630625,-359.6654731506624,6.565301745906623,560.5438227991928
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,2.0,10.0,6.565237558444495,-88.92486854217277,2.0000000000000284,10.0,2.000022672425729,210.87857577552313,2.000022672425729,9.807717409967296,-4.5653088389630625,-359.6654731506624,6.565331511388791,570.5440489261855
CYEG,20,0,5757.850702695551,298.43912633944365,4.565237558444466,-98.92486854217277,2.0,20.0,6.565237558444495,-78.92486854217277,2.0000000000000284,20.0,1.9999744102429133,220.8792116979182,1.9999744102429133,19.81320928015728,-4.5653088389630625,-359.6654731506624,6.565283249205976,580.5446848485806
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-2.0,-20.0,-0.23768544155552154,-42.959032195738715,-1.9999999999999776,-20.0,-2.000003612754,-220.43541401737832,-2.000003612754,-19.887587105610322,-1.7622921359011343,-153.66368331680988,-0.23771147685286564,-66.77173070056844
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-2.0,-10.0,-0.23768544155552154,-32.959032195738715,-1.9999999999999776,-10.0,-1.9999681926894652,-210.4359048727955,-1.9999681926894652,-9.891632549766825,-1.7622921359011343,-153.66368331680988,-0.23767605678833092,-56.772221555985624
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-2.0,0.0,-0.23768544155552154,-22.959032195738715,-1.9999999999999776,0.0,-2.0000338939462097,-200.43897487685462,-2.0000338939462097,0.11189091105788407,-1.7622921359011343,-153.66368331680988,-0.23774175804507536,-46.775291560044735
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-2.0,10.0,-0.23768544155552154,-12.959032195738715,-1.9999999999999776,10.0,-2.0000051419884812,-190.43624341056062,-2.0000051419884812,10.111736967889613,-1.7622921359011343,-153.66368331680988,-0.2377130060873469,-36.77256009375074
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-2.0,20.0,-0.23768544155552154,-2.9590321957387147,-1.9999999999999776,20.0,-1.9999959807432504,-180.4379690118963,-1.9999959807432504,20.109091987661003,-1.7622921359011343,-153.66368331680988,-0.23770384484211604,-26.774285695086434
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-1.0,-20.0,0.762314558444467,-42.959032195738715,-0.9999999999999889,-20.0,-0.9999822211788114,-120.23144945904767,-0.9999822211788114,-19.990051179794477,-1.7622921359011343,-153.66368331680988,0.7623099147223229,33.43223385776221
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-1.0,-10.0,0.762314558444467,-32.959032195738715,-0.9999999999999889,-10.0,-1.0000103678162873,-110.23163854057807,-1.0000103678162873,-9.987418179791973,-1.7622921359011343,-153.66368331680988,0.762281768084847,43.432044776231805
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-1.0,0.0,0.762314558444467,-22.959032195738715,-0.9999999999999889,0.0,-0.9999956936201215,-100.23082724003348,-0.9999956936201215,0.011921833881672228,-1.7622921359011343,-153.66368331680988,0.7622964422810128,53.4328560767764
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-1.0,10.0,0.762314558444467,-12.959032195738715,-0.9999999999999889,10.0,-1.0000132371504549,-90.23147836703103,-1.0000132371504549,10.013029683360955,-1.7622921359011343,-153.66368331680988,0.7622788987506794,63.43220494977885
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,-1.0,20.0,0.762314558444467,-2.9590321957387147,-0.9999999999999889,20.0,-1.0000066116011794,-80.23075509548381,-1.0000066116011794,20.01308865387304,-1.7622921359011343,-153.66368331680988,0.7622855242999549,73.43292822132607
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,0.0,-20.0,1.762314558444456,-42.959032195738715,0.0,-20.0,1.4152234655284701e-06,-20.00002042866962,1.4152234655284701e-06,-20.00016228076612,-1.7622921359011343,-153.66368331680988,1.7622935511245998,133.66366288814027
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,0.0,-10.0,1.762314558444456,-32.959032195738715,0.0,-10.0,-1.366639423849847e-07,-10.000223456125996,-1.366639423849847e-07,-10.000209757888781,-1.7622921359011343,-153.66368331680988,1.762291999237192,143.66345986068387
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,0.0,0.0,1.762314558444456,-22.959032195738715,0.0,0.0,-1.7395993836544221e-06,7.013303656577818e-05,-1.7395993836544221e-06,0.0002444983051254901,-1.7622921359011343,-153.66368331680988,1.7622903963017507,153.66375344984644
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,0.0,10.0,1.762314558444456,-12.959032195738715,0.0,10.0,7.1045366496491624e-06,10.000123750914343,7.1045366496491624e-06,9.99941164187789,-1.7622921359011343,-153.66368331680988,1.762299240437784,163.66380706772424
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,0.0,20.0,1.762314558444456,-2.9590321957387147,0.0,20.0,-4.7765365707164165e-06,20.00013224232176,-4.7765365707164165e-06,20.000611008921567,-1.7622921359011343,-153.66368331680988,1.7622873593645636,173.66381555913165
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,1.0,-20.0,2.7623145584444444,-42.959032195738715,0.9999999999999885,-20.0,0.999995988939645,80.22374340063693,0.999995988939645,-20.019035283059267,-1.7622921359011343,-153.66368331680988,2.7622881248407793,233.88742671744683
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,1.0,-10.0,2.7623145584444444,-32.959032195738715,0.9999999999999885,-10.0,0.9999901680453434,90.2242651365556,0.9999901680453434,-10.01792992366886,-1.7622921359011343,-153.66368331680988,2.7622823039464777,243.88794845336548
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,1.0,0.0,2.7623145584444444,-22.959032195738715,0.9999999999999885,0.0,1.0000146610855438,100.22461951243457,1.0000146610855438,-0.0200313067327329,-1.7622921359011343,-153.66368331680988,2.762306796986678,253.88830282924445
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,1.0,10.0,2.7623145584444444,-12.959032195738715,0.9999999999999885,10.0,1.0000059050041727,110.22367364168804,1.0000059050041727,9.979900738249384,-1.7622921359011343,-153.66368331680988,2.762298040905307,263.8873569584979
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,1.0,20.0,2.7623145584444444,-2.9590321957387147,0.9999999999999885,20.0,0.9999992996920071,120.22390706112151,0.9999992996920071,19.98079642967072,-1.7622921359011343,-153.66368331680988,2.7622914355931414,273.88759037793136
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,2.0,-20.0,3.762314558444484,-42.959032195738715,2.000000000000028,-20.0,1.9999910226993336,180.4073741703842,1.9999910226993336,-20.139189263528664,-1.7622921359011343,-153.66368331680988,3.762283158600468,334.0710574871941
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,2.0,-10.0,3.762314558444484,-32.959032195738715,2.000000000000028,-10.0,2.000000007769046,190.40780980062485,2.000000007769046,-10.139655332040263,-1.7622921359011343,-153.66368331680988,3.76229214367018,344.0714931174347
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,2.0,0.0,3.762314558444484,-22.959032195738715,2.000000000000028,0.0,1.999951223725418,200.4082066566068,1.999951223725418,-0.13436274217860955,-1.7622921359011343,-153.66368331680988,3.7622433596265523,354.07188997341666
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,2.0,10.0,3.762314558444484,-12.959032195738715,2.000000000000028,10.0,1.9999964756783015,210.40638530556646,1.9999964756783015,9.859274636687331,-1.7622921359011343,-153.66368331680988,3.762288611579436,364.0700686223763
CYEG,20,1,5742.927984459016,300.5625283394437,1.762314558444456,-22.959032195738715,2.0,20.0,3.762314558444484,-2.9590321957387147,2.000000000000028,20.0,2.000013157098067,220.40751184336608,2.000013157098067,19.858727106723393,-1.7622921359011343,-153.66368331680988,3.7623052929992014,374.071195160176
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-2.0,-20.0,-0.02888944155551158,121.05815780226948,-1.9999999999999776,-20.0,-1.9999835453674564,-214.1310555874894,-1.9999835453674564,-19.785769900509734,-1.9710795772283802,-332.38397386680333,-0.02890396813907614,118.25291827931392
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-2.0,-10.0,-0.02888944155551158,131.05815780226948,-1.9999999999999776,-10.0,-1.9999825277407695,-204.13187301057377,-1.9999825277407695,-9.786686290253215,-1.9710795772283802,-332.38397386680333,-0.028902950512389225,128.25210085622956
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-2.0,0.0,-0.02888944155551158,141.05815780226948,-1.9999999999999776,0.0,-1.9999985644959395,-194.1315897936074,-1.9999985644959395,0.2151565399947799,-1.9710795772283802,-332.38397386680333,-0.02891898726755926,138.25238407319594
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-2.0,10.0,-0.02888944155551158,151.05815780226948,-1.9999999999999776,10.0,-1.9999050687522413,-184.1314640112221,-1.9999050687522413,10.206189635286222,-1.9710795772283802,-332.38397386680333,-0.028825491523861047,148.25250985558122
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-2.0,20.0,-0.02888944155551158,161.05815780226948,-1.9999999999999776,20.0,-1.9999694940102017,-174.1312751165447,-1.9999694940102017,20.212644041932634,-1.9710795772283802,-332.38397386680333,-0.028889916781821512,158.25269875025862
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-1.0,-20.0,0.9711105584444772,121.05815780226948,-0.9999999999999887,-20.0,-1.0000024304937654,-117.10437473392888,-1.0000024304937654,-19.960302344331197,-1.9710795772283802,-332.38397386680333,0.9710771467346149,215.27959913287447
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-1.0,-10.0,0.9711105584444772,131.05815780226948,-0.9999999999999887,-10.0,-0.9999761305440984,-107.10485250238183,-0.9999761305440984,-9.963335509684882,-1.9710795772283802,-332.38397386680333,0.9711034466842818,225.27912136442148
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-1.0,0.0,0.9711105584444772,141.05815780226948,-0.9999999999999887,0.0,-0.9999915435218156,-97.10451478836632,-0.9999915435218156,0.038499784206564414,-1.9710795772283802,-332.38397386680333,0.9710880337065646,235.27945907843701
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-1.0,10.0,0.9711105584444772,151.05815780226948,-0.9999999999999887,10.0,-1.0000040121276186,-87.10462190654985,-1.0000040121276186,10.039604160234745,-1.9710795772283802,-332.38397386680333,0.9710755651007617,245.27935196025348
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,-1.0,20.0,0.9711105584444772,161.05815780226948,-0.9999999999999887,20.0,-0.9999859926806778,-77.10448386147644,-0.9999859926806778,20.03799137157621,-1.9710795772283802,-332.38397386680333,0.9710935845477024,255.2794900053269
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,0.0,-20.0,1.971110558444466,121.05815780226948,0.0,-20.0,9.511046812349377e-07,-19.999824017002645,9.511046812349377e-07,-19.999916401578247,-1.9710795772283802,-332.38397386680333,1.9710805283330615,312.3841498498007
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,0.0,-10.0,1.971110558444466,131.05815780226948,0.0,-10.0,-3.9720680433674715e-07,-10.000192142831045,-3.9720680433674715e-07,-10.000153560556381,-1.9710795772283802,-332.38397386680333,1.971079180021576,322.3837817239723
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,0.0,0.0,1.971110558444466,141.05815780226948,0.0,0.0,-3.0668956583213003e-06,0.0003211354331789096,-3.0668956583213003e-06,0.0006190351905868195,-1.9710795772283802,-332.38397386680333,1.971076510332722,332.3842950022365
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,0.0,10.0,1.971110558444466,151.05815780226948,0.0,10.0,5.987065293311389e-06,10.000076544387463,5.987065293311389e-06,9.999494996954109,-1.9710795772283802,-332.38397386680333,1.9710855642936735,342.3840504111908
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,0.0,20.0,1.971110558444466,161.05815780226948,0.0,20.0,-4.799810881195299e-06,20.00007704136411,-4.799810881195299e-06,20.000543266060486,-1.9710795772283802,-332.38397386680333,1.971074777417499,352.38405090816747
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,1.0,-20.0,2.971110558444455,121.05815780226948,0.9999999999999891,-20.0,1.0000200279499154,77.14985649054549,1.0000200279499154,-19.99592573067079,-1.9710795772283802,-332.38397386680333,2.9710996051782956,409.53383035734885
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,1.0,-10.0,2.971110558444455,131.05815780226948,0.9999999999999891,-10.0,1.0000126735068022,87.1507018698243,1.0000126735068022,-9.994365767459826,-1.9710795772283802,-332.38397386680333,2.9710922507351825,419.5346757366276
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,1.0,0.0,2.971110558444455,141.05815780226948,0.9999999999999891,0.0,1.0000069896796902,97.15019733292931,1.0000069896796902,0.005681956564004054,-1.9710795772283802,-332.38397386680333,2.9710865669080704,429.53417119973267
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,1.0,10.0,2.971110558444455,151.05815780226948,0.9999999999999891,10.0,1.0000116047064012,107.15019100299807,1.0000116047064012,10.005227214173914,-1.9710795772283802,-332.38397386680333,2.9710911819347814,439.53416486980143
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,1.0,20.0,2.971110558444455,161.05815780226948,0.9999999999999891,20.0,1.0000263827416802,117.14978917859443,1.0000263827416802,20.00338950313504,-1.9710795772283802,-332.38397386680333,2.9711059599700604,449.5337630453978
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,2.0,-20.0,3.9711105584444946,121.05815780226948,2.0000000000000284,-20.0,2.0000340939260184,174.314260143596,2.0000340939260184,-20.035941513242875,-1.9710795772283802,-332.38397386680333,3.9711136711543986,506.69823401039935
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,2.0,-10.0,3.9711105584444946,131.05815780226948,2.0000000000000284,-10.0,1.9999968663396999,184.3138802757636,1.9999968663396999,-10.032700908029852,-1.9710795772283802,-332.38397386680333,3.97107644356808,516.6978541425669
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,2.0,0.0,3.9711105584444946,141.05815780226948,2.0000000000000284,0.0,1.9999968033448567,194.31430233754622,1.9999968033448567,-0.03227271984610525,-1.9710795772283802,-332.38397386680333,3.971076380573237,526.6982762043496
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,2.0,10.0,3.9711105584444946,151.05815780226948,2.0000000000000284,10.0,2.00001347837906,204.31379533963752,2.00001347837906,9.965598594752805,-1.9710795772283802,-332.38397386680333,3.97109305560744,536.6977692064409
CYEG,20,2,5565.366650519464,317.4128943394437,1.971110558444466,141.05815780226948,2.0,20.0,3.9711105584444946,161.05815780226948,2.0000000000000284,20.0,1.999998444429906,214.3170412165532,1.999998444429906,19.970306559663726,-1.9710795772283802,-332.38397386680333,3.971078021658286,546.7010150833565
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-2.0,-20.0,-8.089320441555516,-233.8542278375472,-1.9999999999999751,-20.0,-2.0000007967000784,-200.800263116974,-2.0000007967000784,-20.020839465383375,6.089313428235272,761.6764364090427,-8.08931422493535,-962.4766995260168
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-2.0,-10.0,-8.089320441555516,-223.8542278375472,-1.9999999999999751,-10.0,-2.000014623762297,-190.79851816873344,-2.000014623762297,-10.017843677634119,6.089313428235272,761.6764364090427,-8.089328051997569,-952.4749545777761
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-2.0,0.0,-8.089320441555516,-213.8542278375472,-1.9999999999999751,0.0,-2.0000093732776634,-180.79837207330795,-2.0000093732776634,-0.018172557554123614,6.089313428235272,761.6764364090427,-8.089322801512935,-942.4748084823507
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-2.0,10.0,-8.089320441555516,-203.8542278375472,-1.9999999999999751,10.0,-2.000018204610825,-170.7988345538693,-2.000018204610825,9.9821638720463,6.089313428235272,761.6764364090427,-8.089331632846097,-932.475270962912
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-2.0,20.0,-8.089320441555516,-193.8542278375472,-1.9999999999999751,20.0,-2.0000320572644057,-160.7982494925583,-2.0000320572644057,19.984002087967525,6.089313428235272,761.6764364090427,-8.089345485499678,-922.474685901601
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-1.0,-20.0,-7.089320441555531,-233.8542278375472,-0.9999999999999893,-20.0,-0.999994376309786,-110.37951223106434,-0.999994376309786,-20.017884575528598,6.089313428235272,761.6764364090427,-7.089307804545058,-872.0559486401071
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-1.0,-10.0,-7.089320441555531,-223.8542278375472,-0.9999999999999893,-10.0,-1.000007072015336,-100.38003415972506,-1.000007072015336,-10.017259060111414,6.089313428235272,761.6764364090427,-7.089320500250608,-862.0564705687677
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-1.0,0.0,-7.089320441555531,-213.8542278375472,-0.9999999999999893,0.0,-1.0000114616986764,-90.37976651090771,-1.0000114616986764,-0.01659466956445499,6.089313428235272,761.6764364090427,-7.089324889933948,-852.0562029199505
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-1.0,10.0,-7.089320441555531,-203.8542278375472,-0.9999999999999893,10.0,-1.000010004930914,-80.37932334809227,-1.000010004930914,9.98371682986722,6.089313428235272,761.6764364090427,-7.089323433166186,-842.055759757135
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,-1.0,20.0,-7.089320441555531,-193.8542278375472,-0.9999999999999893,20.0,-1.0000031731107413,-70.37939606005288,-1.0000031731107413,19.98302665465532,6.089313428235272,761.6764364090427,-7.089316601346013,-832.0558324690955
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,0.0,-20.0,-6.089320441555541,-233.8542278375472,0.0,-20.0,7.385668254755728e-07,-19.999916862254643,7.385668254755728e-07,-19.999983593953814,6.089313428235272,761.6764364090427,-6.089312689668446,-781.6763532712973
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,0.0,-10.0,-6.089320441555541,-223.8542278375472,0.0,-10.0,3.5583873625455453e-06,-9.999846474302526,3.5583873625455453e-06,-10.000167985135151,6.089313428235272,761.6764364090427,-6.089309869847909,-771.6762828833453
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,0.0,0.0,-6.089320441555541,-213.8542278375472,0.0,0.0,-4.333594461058965e-08,4.1621277258485634e-05,-4.333594461058965e-08,4.55368081478416e-05,6.089313428235272,761.6764364090427,-6.0893134715712165,-761.6763947877655
CYEG,20,3,5176.84330015462,311.3188853394437,-6.089320441555541,-213.8542278375472,0.0,10.0,-6.089320441555541,-203.8542278375472,0.0,10.0,2.7801981161701406e-06,10.000104457684742,2.7801981161701406e-06,9.999853258554316,6.089313428235272,761.6764364090427,-6.089310648037156,-751.676331951358
