row_index,image,mask,airport,runway,detected,n_detections,mask_max,mask_mean
11,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_011_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_011_FLSim.npy,CYEG,20,0,0,0.0,0.0
12,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_012_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_012_FLSim.npy,CYEG,20,1,3,0.6178189516067505,0.05015244707465172
13,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_013_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_013_FLSim.npy,CYEG,20,1,1,0.3531669080257416,0.004891977645456791
14,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_014_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_014_FLSim.npy,CYEG,20,1,2,0.6360535621643066,0.005335576832294464
15,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_015_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_015_FLSim.npy,CYEG,20,1,1,0.6144772171974182,0.00015168532263487577
16,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_016_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_016_FLSim.npy,CYEG,20,1,1,0.3368409276008606,0.00013594831398222595
17,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_017_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_017_FLSim.npy,CYEG,20,1,1,0.6688486933708191,0.00030390973552130163
18,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_018_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_018_FLSim.npy,CYEG,20,1,1,0.7406946420669556,0.0002692362177185714
19,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_019_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_019_FLSim.npy,CYEG,20,1,1,0.6943171620368958,0.0003118453605566174
20,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_020_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_020_FLSim.npy,CYEG,20,0,0,0.0,0.0
21,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_021_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_021_FLSim.npy,CYEG,20,1,1,0.7737606763839722,0.00044648797484114766
22,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_022_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_022_FLSim.npy,CYEG,20,1,1,0.7330600619316101,0.000413198460591957
23,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_023_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_023_FLSim.npy,CYEG,20,0,0,0.0,0.0
24,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_024_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_024_FLSim.npy,CYEG,20,1,1,0.776451826095581,0.0006577997701242566
25,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_025_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_025_FLSim.npy,CYEG,20,1,1,0.3956025540828705,0.00035021232906728983
26,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_026_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_026_FLSim.npy,CYEG,20,0,0,0.0,0.0
27,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_027_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_027_FLSim.npy,CYEG,20,1,1,0.28142109513282776,0.00039114253013394773
28,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_028_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_028_FLSim.npy,CYEG,20,1,1,0.5233035683631897,0.0011047538137063384
29,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_029_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_029_FLSim.npy,CYEG,20,1,1,0.858529806137085,0.004297835752367973
30,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_030_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_030_FLSim.npy,CYEG,2,0,0,0.0,0.0
31,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_031_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_031_FLSim.npy,CYEG,2,0,0,0.0,0.0
32,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_032_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_032_FLSim.npy,CYEG,2,0,0,0.0,0.0
33,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_033_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_033_FLSim.npy,CYEG,2,0,0,0.0,0.0
34,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_034_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_034_FLSim.npy,CYEG,2,1,1,0.2593102753162384,7.903475489001721e-05
35,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_035_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_035_FLSim.npy,CYEG,2,0,0,0.0,0.0
36,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_036_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_036_FLSim.npy,CYEG,2,1,1,0.3929332494735718,0.00017341377679258585
37,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_037_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_037_FLSim.npy,CYEG,2,0,0,0.0,0.0
38,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_038_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_038_FLSim.npy,CYEG,2,1,1,0.3648788034915924,7.604353595525026e-05
39,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_039_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_039_FLSim.npy,CYEG,2,0,0,0.0,0.0
40,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_040_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_040_FLSim.npy,CYEG,2,1,1,0.25944697856903076,7.744107278995216e-05
41,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_041_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_041_FLSim.npy,CYEG,2,0,0,0.0,0.0
42,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_042_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_042_FLSim.npy,CYEG,2,0,0,0.0,0.0
43,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_043_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_043_FLSim.npy,CYEG,2,1,1,0.3559357225894928,0.00012208812404423952
44,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_044_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_044_FLSim.npy,CYEG,2,1,1,0.3968304395675659,0.00010634360660333186
45,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_045_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_045_FLSim.npy,CYEG,2,0,0,0.0,0.0
46,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_046_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_046_FLSim.npy,CYEG,2,1,1,0.5102177858352661,0.0001427565875928849
47,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_047_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_047_FLSim.npy,CYEG,2,0,0,0.0,0.0
48,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_048_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_048_FLSim.npy,CYEG,2,1,1,0.535438597202301,0.00019084947416558862
49,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_049_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_049_FLSim.npy,CYEG,2,1,1,0.711288332939148,0.0003572877321857959
50,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_050_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_050_FLSim.npy,CYEG,2,1,1,0.7015967965126038,0.0005096699460409582
51,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_051_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_051_FLSim.npy,CYEG,2,1,1,0.6577270030975342,0.0005111069185659289
52,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_052_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_052_FLSim.npy,CYEG,2,1,1,0.41152116656303406,0.000474160275189206
53,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_053_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_053_FLSim.npy,CYEG,2,0,0,0.0,0.0
54,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_054_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_054_FLSim.npy,CYEG,2,1,1,0.2745877206325531,0.00039605580968782306
55,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_055_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_055_FLSim.npy,CYEG,2,0,0,0.0,0.0
56,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_056_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_056_FLSim.npy,CYEG,2,0,0,0.0,0.0
57,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_057_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_057_FLSim.npy,CYEG,2,1,1,0.6028125286102295,0.0011501823319122195
58,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_058_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_058_FLSim.npy,CYEG,2,1,1,0.8159127831459045,0.003629672806710005
59,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_059_FLSim.jpg,images/flsim/CYEG/CYEG-2-20-12-30__10-smpl__10h40_059_FLSim.npy,CYEG,2,1,1,0.764863908290863,0.004656736273318529
60,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_000_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_000_FLSim.npy,CYYC,26,0,0,0.0,0.0
61,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_001_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_001_FLSim.npy,CYYC,26,0,0,0.0,0.0
62,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_002_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_002_FLSim.npy,CYYC,26,0,0,0.0,0.0
63,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_003_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_003_FLSim.npy,CYYC,26,0,0,0.0,0.0
64,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_004_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_004_FLSim.npy,CYYC,26,0,0,0.0,0.0
65,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_005_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_005_FLSim.npy,CYYC,26,0,0,0.0,0.0
66,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_006_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_006_FLSim.npy,CYYC,26,0,0,0.0,0.0
67,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_007_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_007_FLSim.npy,CYYC,26,0,0,0.0,0.0
68,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_008_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_008_FLSim.npy,CYYC,26,0,0,0.0,0.0
69,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_009_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_009_FLSim.npy,CYYC,26,0,0,0.0,0.0
70,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_010_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_010_FLSim.npy,CYYC,26,0,0,0.0,0.0
71,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_011_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_011_FLSim.npy,CYYC,26,0,0,0.0,0.0
72,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_013_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_013_FLSim.npy,CYYC,26,0,0,0.0,0.0
73,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_013_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_013_FLSim.npy,CYYC,29,0,0,0.0,0.0
74,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_014_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_014_FLSim.npy,CYYC,26,0,0,0.0,0.0
75,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_015_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_015_FLSim.npy,CYYC,26,0,0,0.0,0.0
76,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_015_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_015_FLSim.npy,CYYC,29,0,0,0.0,0.0
77,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_016_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_016_FLSim.npy,CYYC,26,0,0,0.0,0.0
78,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_016_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_016_FLSim.npy,CYYC,29,0,0,0.0,0.0
79,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_017_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_017_FLSim.npy,CYYC,26,0,0,0.0,0.0
80,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_017_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_017_FLSim.npy,CYYC,29,0,0,0.0,0.0
81,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_018_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_018_FLSim.npy,CYYC,26,0,0,0.0,0.0
82,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_018_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_018_FLSim.npy,CYYC,29,0,0,0.0,0.0
83,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_019_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_019_FLSim.npy,CYYC,26,0,0,0.0,0.0
84,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_019_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_019_FLSim.npy,CYYC,29,0,0,0.0,0.0
85,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_020_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_020_FLSim.npy,CYYC,26,0,0,0.0,0.0
86,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_020_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_020_FLSim.npy,CYYC,29,0,0,0.0,0.0
87,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_022_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_022_FLSim.npy,CYYC,26,1,1,0.5322023034095764,0.0002073153737001121
88,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_022_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_022_FLSim.npy,CYYC,29,1,1,0.5322023034095764,0.0002073153737001121
89,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_023_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_023_FLSim.npy,CYYC,26,0,0,0.0,0.0
90,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_023_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_023_FLSim.npy,CYYC,29,0,0,0.0,0.0
91,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_026_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_026_FLSim.npy,CYYC,26,0,0,0.0,0.0
92,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_027_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_027_FLSim.npy,CYYC,26,0,0,0.0,0.0
93,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_028_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_028_FLSim.npy,CYYC,26,0,0,0.0,0.0
94,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_029_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_029_FLSim.npy,CYYC,26,1,1,0.7748298048973083,0.002853935584425926
95,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_030_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_030_FLSim.npy,CYYC,8,0,0,0.0,0.0
96,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_031_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_031_FLSim.npy,CYYC,8,0,0,0.0,0.0
97,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_032_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_032_FLSim.npy,CYYC,8,0,0,0.0,0.0
98,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_033_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_033_FLSim.npy,CYYC,8,0,0,0.0,0.0
99,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_034_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_034_FLSim.npy,CYYC,8,0,0,0.0,0.0
100,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_035_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_035_FLSim.npy,CYYC,8,0,0,0.0,0.0
101,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_036_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_036_FLSim.npy,CYYC,8,0,0,0.0,0.0
102,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_037_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_037_FLSim.npy,CYYC,8,0,0,0.0,0.0
103,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_038_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_038_FLSim.npy,CYYC,8,0,0,0.0,0.0
104,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_039_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_039_FLSim.npy,CYYC,8,0,0,0.0,0.0
105,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_040_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_040_FLSim.npy,CYYC,8,0,0,0.0,0.0
106,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_041_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_041_FLSim.npy,CYYC,8,0,0,0.0,0.0
107,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_042_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_042_FLSim.npy,CYYC,8,0,0,0.0,0.0
108,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_043_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_043_FLSim.npy,CYYC,8,0,0,0.0,0.0
109,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_044_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_044_FLSim.npy,CYYC,8,0,0,0.0,0.0
110,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_045_FLSim.jpg,images/flsim/CYYC/CYYC-8-26-11-29-17L-35R-17R-35L__10-smpl__10h38_045_FLSim.npy,CYYC,8,0,0,0.0,0.0
